,"(mm) Grass Reference ET (URMA) at -120.2609E,39.4333N, 1985-10-01 to 2025-11-01"
"1988-09-12",4.1031
"1988-09-13",3.851
"1988-09-14",4.3555
"1988-09-15",4.5665
"1988-09-16",4.3192
"1988-09-17",3.9745
"1988-09-18",4.0248
"1988-09-19",3.646
"1988-09-20",2.7017
"1988-09-21",3.0566
"1988-09-22",3.176
"1988-09-23",3.5974
"1988-09-24",3.3152
"1988-09-25",3.409
"1988-09-26",3.4632
"1988-09-27",2.8748
"1988-09-28",4.0147
"1988-09-29",4.0283
"1988-09-30",3.5641
"1988-10-01",4.022
"1988-10-02",3.413
"1988-10-03",3.8677
"1988-10-04",2.7273
"1988-10-05",3.1235
"1988-10-06",2.9881
"1988-10-07",2.756
"1988-10-08",2.8503
"1988-10-09",3.8488
"1988-10-10",3.478
"1988-10-11",3.0937
"1988-10-12",2.4303
"1988-10-13",2.2635
"1988-10-14",2.2031
"1988-10-15",3.1297
"1988-10-16",2.9756
"1988-10-17",2.8685
"1988-10-18",3.1778
"1988-10-19",3.0662
"1988-10-20",3.1747
"1988-10-21",3.087
"1988-10-22",2.7253
"1988-10-23",2.6234
"1988-10-24",2.6495
"1988-10-25",2.5374
"1988-10-26",2.7155
"1988-10-27",2.1094
"1988-10-28",1.8797
"1988-10-29",1.8021
"1988-10-30",2.3264
"1988-10-31",2.7489
"1988-11-01",1.6865
"1988-11-02",1.0706
"1988-11-03",0.8607
"1988-11-04",1.3224
"1988-11-05",1.925
"1988-11-06",1.6044
"1988-11-07",1.2451
"1988-11-08",0.7928
"1988-11-09",0.8968
"1988-11-10",0.8294
"1988-11-11",1.0699
"1988-11-12",0.5301
"1988-11-13",0.4579
"1988-11-14",0.4675
"1988-11-15",0.368
"1988-11-16",0.4066
"1988-11-17",0.3833
"1988-11-18",0.8421
"1988-11-19",1.0874
"1988-11-20",0.8133
"1988-11-21",0.6837
"1988-11-22",0.5406
"1988-11-23",0.3873
"1988-11-24",0.478
"1988-11-25",0.4884
"1988-11-26",0.7492
"1988-11-27",0.9162
"1988-11-28",0.9515
"1988-11-29",1.3451
"1988-11-30",1.7381
"1988-12-01",1.8091
"1988-12-02",1.1909
"1988-12-03",1.1366
"1988-12-04",1.6331
"1988-12-05",1.3343
"1988-12-06",0.8849
"1988-12-07",1.0144
"1988-12-08",1.2898
"1988-12-09",1.2779
"1988-12-10",1.0538
"1988-12-11",1.4189
"1988-12-12",1.7274
"1988-12-13",1.3576
"1988-12-14",1.3307
"1988-12-15",0.7915
"1988-12-16",0.9232
"1988-12-17",0.6336
"1988-12-18",0.6598
"1988-12-19",0.2846
"1988-12-20",0.3616
"1988-12-21",0.2789
"1988-12-22",0.3483
"1988-12-23",0.3605
"1988-12-24",0.309
"1988-12-25",0.3477
"1988-12-26",0.5577
"1988-12-27",0.2469
"1988-12-28",0.4385
"1988-12-29",0.7279
"1988-12-30",0.4524
"1988-12-31",0.4671
"1989-01-01",0.8425
"1989-01-02",0.8782
"1989-01-03",0.9067
"1989-01-04",0.7384
"1989-01-05",0.3873
"1989-01-06",0.4143
"1989-01-07",0.4015
"1989-01-08",0.3307
"1989-01-09",0.5424
"1989-01-10",0.4925
"1989-01-11",0.7191
"1989-01-12",0.9754
"1989-01-13",0.7176
"1989-01-14",0.6401
"1989-01-15",0.7807
"1989-01-16",0.8657
"1989-01-17",1.2981
"1989-01-18",1.4703
"1989-01-19",1.6222
"1989-01-20",1.5859
"1989-01-21",1.476
"1989-01-22",0.7029
"1989-01-23",0.5499
"1989-01-24",0.8868
"1989-01-25",1.1037
"1989-01-26",1.4213
"1989-01-27",1.3387
"1989-01-28",1.6448
"1989-01-29",2.0222
"1989-01-30",1.786
"1989-01-31",1.932
"1989-02-01",0.6594
"1989-02-02",0.5335
"1989-02-03",0.4074
"1989-02-04",0.3663
"1989-02-05",0.5487
"1989-02-06",0.589
"1989-02-07",0.9466
"1989-02-08",0.8698
"1989-02-09",0.5259
"1989-02-10",0.7847
"1989-02-11",0.826
"1989-02-12",1.0446
"1989-02-13",1.0116
"1989-02-14",1.2241
"1989-02-15",1.1137
"1989-02-16",1.1405
"1989-02-17",1.0482
"1989-02-18",0.9235
"1989-02-19",0.6783
"1989-02-20",1.2881
"1989-02-21",1.0324
"1989-02-22",1.0775
"1989-02-23",1.6565
"1989-02-24",1.5635
"1989-02-25",1.3734
"1989-02-26",2.2432
"1989-02-27",2.0067
"1989-02-28",1.9139
"1989-03-01",1.5502
"1989-03-02",0.6931
"1989-03-03",1.1829
"1989-03-04",1.2334
"1989-03-05",1.0023
"1989-03-06",1.429
"1989-03-07",1.0758
"1989-03-08",1.2916
"1989-03-09",1.688
"1989-03-10",1.9603
"1989-03-11",1.8376
"1989-03-12",1.9454
"1989-03-13",1.5367
"1989-03-14",1.7915
"1989-03-15",2.0724
"1989-03-16",0.8349
"1989-03-17",1.0092
"1989-03-18",0.938
"1989-03-19",1.548
"1989-03-20",2.5743
"1989-03-21",1.9915
"1989-03-22",2.734
"1989-03-23",1.4847
"1989-03-24",1.1307
"1989-03-25",1.2069
"1989-03-26",1.7686
"1989-03-27",1.8591
"1989-03-28",1.5738
"1989-03-29",2.3348
"1989-03-30",2.8313
"1989-03-31",1.4164
"1989-04-01",1.886
"1989-04-02",1.2461
"1989-04-03",2.564
"1989-04-04",3.3893
"1989-04-05",4.1854
"1989-04-06",3.9827
"1989-04-07",3.8634
"1989-04-08",4.1617
"1989-04-09",4.034
"1989-04-10",4.0931
"1989-04-11",3.8415
"1989-04-12",4.1056
"1989-04-13",4.1817
"1989-04-14",3.6514
"1989-04-15",4.0879
"1989-04-16",3.5297
"1989-04-17",4.0862
"1989-04-18",4.1226
"1989-04-19",4.209
"1989-04-20",3.1191
"1989-04-21",1.9253
"1989-04-22",2.4231
"1989-04-23",1.1114
"1989-04-24",1.2071
"1989-04-25",1.8028
"1989-04-26",2.258
"1989-04-27",2.9839
"1989-04-28",3.5512
"1989-04-29",2.8452
"1989-04-30",2.1473
"1989-05-01",3.0625
"1989-05-02",2.4509
"1989-05-03",3.4157
"1989-05-04",4.1961
"1989-05-05",4.9634
"1989-05-06",3.8282
"1989-05-07",4.3604
"1989-05-08",4.1523
"1989-05-09",2.7713
"1989-05-10",2.8577
"1989-05-11",3.3207
"1989-05-12",3.2946
"1989-05-13",2.7747
"1989-05-14",3.1815
"1989-05-15",4.0137
"1989-05-16",4.3973
"1989-05-17",4.4404
"1989-05-18",3.8272
"1989-05-19",4.2048
"1989-05-20",4.6901
"1989-05-21",4.6319
"1989-05-22",4.382
"1989-05-23",2.0611
"1989-05-24",2.8525
"1989-05-25",4.014
"1989-05-26",4.7593
"1989-05-27",4.2334
"1989-05-28",2.9258
"1989-05-29",2.5063
"1989-05-30",3.9008
"1989-05-31",4.7722
"1989-06-01",5.3696
"1989-06-02",5.156
"1989-06-03",4.041
"1989-06-04",3.1194
"1989-06-05",3.7942
"1989-06-06",4.2444
"1989-06-07",4.0868
"1989-06-08",5.2639
"1989-06-09",5.0019
"1989-06-10",5.1269
"1989-06-11",4.0262
"1989-06-12",4.8444
"1989-06-13",5.4023
"1989-06-14",5.6371
"1989-06-15",4.1438
"1989-06-16",4.6533
"1989-06-17",5.5944
"1989-06-18",5.5327
"1989-06-19",5.6688
"1989-06-20",4.7335
"1989-06-21",5.3598
"1989-06-22",5.8052
"1989-06-23",5.3218
"1989-06-24",5.4149
"1989-06-25",5.5725
"1989-06-26",5.4909
"1989-06-27",5.1377
"1989-06-28",4.6361
"1989-06-29",4.8763
"1989-06-30",4.4679
"1989-07-01",5.3636
"1989-07-02",5.9516
"1989-07-03",6.1566
"1989-07-04",6.4519
"1989-07-05",6.3601
"1989-07-06",6.1647
"1989-07-07",6.5283
"1989-07-08",7.1138
"1989-07-09",6.1737
"1989-07-10",5.5476
"1989-07-11",5.6049
"1989-07-12",5.8014
"1989-07-13",5.7572
"1989-07-14",5.9845
"1989-07-15",5.7343
"1989-07-16",5.2374
"1989-07-17",5.1009
"1989-07-18",5.5295
"1989-07-19",6.0681
"1989-07-20",5.8521
"1989-07-21",5.0152
"1989-07-22",6.1934
"1989-07-23",6.016
"1989-07-24",6.0072
"1989-07-25",6.0536
"1989-07-26",6.1207
"1989-07-27",5.8083
"1989-07-28",6.0901
"1989-07-29",6.3754
"1989-07-30",6.0039
"1989-07-31",5.8128
"1989-08-01",5.3073
"1989-08-02",5.3449
"1989-08-03",5.2967
"1989-08-04",5.2956
"1989-08-05",5.374
"1989-08-06",5.32
"1989-08-07",3.9269
"1989-08-08",3.5405
"1989-08-09",4.893
"1989-08-10",5.2123
"1989-08-11",5.4156
"1989-08-12",5.531
"1989-08-13",5.1682
"1989-08-14",5.5199
"1989-08-15",5.5919
"1989-08-16",5.2664
"1989-08-17",4.2773
"1989-08-18",4.898
"1989-08-19",4.4592
"1989-08-20",3.1373
"1989-08-21",4.7455
"1989-08-22",4.7056
"1989-08-23",3.9636
"1989-08-24",3.9725
"1989-08-25",4.3576
"1989-08-26",4.5944
"1989-08-27",4.7375
"1989-08-28",4.7073
"1989-08-29",5.5099
"1989-08-30",4.2806
"1989-08-31",4.2649
"1989-09-01",4.7379
"1989-09-02",4.6004
"1989-09-03",4.4421
"1989-09-04",4.7504
"1989-09-05",4.9575
"1989-09-06",5.0696
"1989-09-07",3.7762
"1989-09-08",3.8122
"1989-09-09",3.9964
"1989-09-10",4.2197
"1989-09-11",4.4472
"1989-09-12",4.3934
"1989-09-13",4.4985
"1989-09-14",4.6419
"1989-09-15",3.9075
"1989-09-16",2.6013
"1989-09-17",1.1111
"1989-09-18",1.0391
"1989-09-19",3.1244
"1989-09-20",3.4407
"1989-09-21",4.0422
"1989-09-22",4.3116
"1989-09-23",4.1878
"1989-09-24",3.9516
"1989-09-25",3.1691
"1989-09-26",3.6436
"1989-09-27",3.5781
"1989-09-28",2.648
"1989-09-29",2.4141
"1989-09-30",2.4207
"1989-10-01",2.4607
"1989-10-02",1.4609
"1989-10-03",2.2919
"1989-10-04",2.6579
"1989-10-05",2.9297
"1989-10-06",2.8236
"1989-10-07",3.317
"1989-10-08",2.9768
"1989-10-09",3.0345
"1989-10-10",3.5619
"1989-10-11",3.2868
"1989-10-12",2.4049
"1989-10-13",1.9895
"1989-10-14",2.5338
"1989-10-15",2.6079
"1989-10-16",2.5075
"1989-10-17",3.0923
"1989-10-18",3.3951
"1989-10-19",2.8459
"1989-10-20",2.1587
"1989-10-21",0.8487
"1989-10-22",1.0012
"1989-10-23",0.893
"1989-10-24",0.6374
"1989-10-25",0.8009
"1989-10-26",1.0088
"1989-10-27",1.2836
"1989-10-28",1.5568
"1989-10-29",1.8593
"1989-10-30",1.9233
"1989-10-31",2.1134
"1989-11-01",1.9661
"1989-11-02",2.0798
"1989-11-03",1.9863
"1989-11-04",1.9928
"1989-11-05",1.7389
"1989-11-06",1.391
"1989-11-07",1.2302
"1989-11-08",2.0088
"1989-11-09",2.2796
"1989-11-10",2.3409
"1989-11-11",2.1698
"1989-11-12",1.8963
"1989-11-13",1.6879
"1989-11-14",1.8313
"1989-11-15",1.3553
"1989-11-16",1.7283
"1989-11-17",1.533
"1989-11-18",1.8049
"1989-11-19",1.9968
"1989-11-20",2.219
"1989-11-21",1.3439
"1989-11-22",1.6226
"1989-11-23",1.6137
"1989-11-24",0.4399
"1989-11-25",0.3906
"1989-11-26",0.3754
"1989-11-27",0.8369
"1989-11-28",1.4463
"1989-11-29",1.6009
"1989-11-30",1.3463
"1989-12-01",1.3079
"1989-12-02",1.2315
"1989-12-03",1.5084
"1989-12-04",1.0889
"1989-12-05",0.9606
"1989-12-06",0.9959
"1989-12-07",1.3365
"1989-12-08",1.2795
"1989-12-09",1.1857
"1989-12-10",1.0961
"1989-12-11",1.3388
"1989-12-12",1.2198
"1989-12-13",1.5062
"1989-12-14",1.4799
"1989-12-15",1.3693
"1989-12-16",1.4518
"1989-12-17",1.6045
"1989-12-18",1.0782
"1989-12-19",1.0641
"1989-12-20",1.0619
"1989-12-21",1.2636
"1989-12-22",1.2897
"1989-12-23",1.367
"1989-12-24",1.4163
"1989-12-25",1.7345
"1989-12-26",1.5203
"1989-12-27",1.205
"1989-12-28",0.7332
"1989-12-29",1.0819
"1989-12-30",1.3694
"1989-12-31",1.0937
"1990-01-01",0.4515
"1990-01-02",0.6129
"1990-01-03",0.7536
"1990-01-04",0.7932
"1990-01-05",0.9793
"1990-01-06",0.7717
"1990-01-07",0.4956
"1990-01-08",0.7673
"1990-01-09",0.9435
"1990-01-10",1.2037
"1990-01-11",1.1426
"1990-01-12",0.6446
"1990-01-13",0.5007
"1990-01-14",0.4304
"1990-01-15",0.7132
"1990-01-16",0.4193
"1990-01-17",0.724
"1990-01-18",0.8925
"1990-01-19",1.1217
"1990-01-20",1.2142
"1990-01-21",1.5122
"1990-01-22",0.899
"1990-01-23",1.0911
"1990-01-24",1.4631
"1990-01-25",1.4286
"1990-01-26",0.9873
"1990-01-27",1.2501
"1990-01-28",1.701
"1990-01-29",1.2978
"1990-01-30",0.4927
"1990-01-31",0.6925
"1990-02-01",0.5497
"1990-02-02",0.9013
"1990-02-03",0.998
"1990-02-04",0.7679
"1990-02-05",0.7281
"1990-02-06",0.456
"1990-02-07",0.91
"1990-02-08",0.614
"1990-02-09",1.1877
"1990-02-10",1.7012
"1990-02-11",2.3676
"1990-02-12",1.785
"1990-02-13",0.9754
"1990-02-14",0.8231
"1990-02-15",0.8104
"1990-02-16",0.4329
"1990-02-17",0.4427
"1990-02-18",0.7376
"1990-02-19",1.3479
"1990-02-20",1.3912
"1990-02-21",1.7565
"1990-02-22",2.0178
"1990-02-23",1.8491
"1990-02-24",1.7746
"1990-02-25",1.543
"1990-02-26",2.0257
"1990-02-27",2.1883
"1990-02-28",2.2543
"1990-03-01",1.2232
"1990-03-02",0.8511
"1990-03-03",1.0289
"1990-03-04",1.1352
"1990-03-05",1.5802
"1990-03-06",2.0092
"1990-03-07",1.998
"1990-03-08",1.8264
"1990-03-09",2.2351
"1990-03-10",0.8336
"1990-03-11",0.6086
"1990-03-12",0.8223
"1990-03-13",1.3833
"1990-03-14",1.2182
"1990-03-15",1.7509
"1990-03-16",1.909
"1990-03-17",1.9593
"1990-03-18",2.8804
"1990-03-19",1.9741
"1990-03-20",3.0892
"1990-03-21",3.0281
"1990-03-22",2.4738
"1990-03-23",2.6311
"1990-03-24",2.9834
"1990-03-25",3.0115
"1990-03-26",2.7675
"1990-03-27",3.0224
"1990-03-28",3.0251
"1990-03-29",3.0324
"1990-03-30",3.1808
"1990-03-31",3.1237
"1990-04-01",3.4426
"1990-04-02",3.6374
"1990-04-03",3.6271
"1990-04-04",3.2393
"1990-04-05",3.1884
"1990-04-06",2.8486
"1990-04-07",2.4183
"1990-04-08",2.5131
"1990-04-09",3.271
"1990-04-10",3.4292
"1990-04-11",3.1637
"1990-04-12",3.6337
"1990-04-13",4.146
"1990-04-14",2.9611
"1990-04-15",3.0651
"1990-04-16",2.0005
"1990-04-17",1.9802
"1990-04-18",3.3267
"1990-04-19",2.8504
"1990-04-20",1.6433
"1990-04-21",2.6682
"1990-04-22",1.7196
"1990-04-23",1.3263
"1990-04-24",3.1329
"1990-04-25",2.9891
"1990-04-26",3.8595
"1990-04-27",4.0092
"1990-04-28",2.884
"1990-04-29",2.9788
"1990-04-30",3.2849
"1990-05-01",3.9092
"1990-05-02",4.1133
"1990-05-03",4.4258
"1990-05-04",5.0653
"1990-05-05",5.5902
"1990-05-06",5.3669
"1990-05-07",4.7583
"1990-05-08",4.239
"1990-05-09",4.7608
"1990-05-10",3.6524
"1990-05-11",3.8241
"1990-05-12",3.8751
"1990-05-13",3.6405
"1990-05-14",3.8413
"1990-05-15",4.1864
"1990-05-16",4.3452
"1990-05-17",3.8292
"1990-05-18",3.4622
"1990-05-19",2.9162
"1990-05-20",1.7115
"1990-05-21",3.4205
"1990-05-22",2.4997
"1990-05-23",1.7645
"1990-05-24",3.4913
"1990-05-25",3.0513
"1990-05-26",2.5599
"1990-05-27",1.8677
"1990-05-28",2.4146
"1990-05-29",1.9804
"1990-05-30",1.3379
"1990-05-31",2.3727
"1990-06-01",3.7279
"1990-06-02",4.0464
"1990-06-03",4.445
"1990-06-04",4.854
"1990-06-05",4.6831
"1990-06-06",3.8993
"1990-06-07",4.5934
"1990-06-08",5.3743
"1990-06-09",4.4904
"1990-06-10",4.8045
"1990-06-11",4.5985
"1990-06-12",4.5623
"1990-06-13",3.0993
"1990-06-14",3.2945
"1990-06-15",3.8139
"1990-06-16",3.7634
"1990-06-17",4.7483
"1990-06-18",3.6557
"1990-06-19",5.6115
"1990-06-20",5.4245
"1990-06-21",5.7324
"1990-06-22",5.0616
"1990-06-23",5.6376
"1990-06-24",5.5873
"1990-06-25",5.9455
"1990-06-26",6.262
"1990-06-27",6.0751
"1990-06-28",5.7322
"1990-06-29",6.2376
"1990-06-30",6.3473
"1990-07-01",4.5124
"1990-07-02",5.3666
"1990-07-03",5.3218
"1990-07-04",5.4008
"1990-07-05",5.4416
"1990-07-06",5.425
"1990-07-07",5.4156
"1990-07-08",5.6866
"1990-07-09",5.6067
"1990-07-10",5.5287
"1990-07-11",4.5943
"1990-07-12",3.7421
"1990-07-13",5.5103
"1990-07-14",5.5623
"1990-07-15",5.8316
"1990-07-16",5.3538
"1990-07-17",5.7639
"1990-07-18",3.9766
"1990-07-19",5.3241
"1990-07-20",5.4383
"1990-07-21",5.6539
"1990-07-22",5.8361
"1990-07-23",6.2161
"1990-07-24",5.436
"1990-07-25",5.0769
"1990-07-26",4.947
"1990-07-27",5.6503
"1990-07-28",5.8092
"1990-07-29",5.9539
"1990-07-30",5.8506
"1990-07-31",5.4893
"1990-08-01",5.5835
"1990-08-02",5.7545
"1990-08-03",5.5018
"1990-08-04",5.9579
"1990-08-05",5.684
"1990-08-06",5.6904
"1990-08-07",5.6223
"1990-08-08",5.214
"1990-08-09",5.3881
"1990-08-10",5.5762
"1990-08-11",4.5308
"1990-08-12",5.1212
"1990-08-13",5.2309
"1990-08-14",5.6626
"1990-08-15",5.4313
"1990-08-16",4.9253
"1990-08-17",4.1602
"1990-08-18",3.8648
"1990-08-19",3.2054
"1990-08-20",3.7567
"1990-08-21",4.119
"1990-08-22",4.5794
"1990-08-23",4.9186
"1990-08-24",5.0888
"1990-08-25",3.1192
"1990-08-26",3.6361
"1990-08-27",4.2407
"1990-08-28",4.331
"1990-08-29",4.8501
"1990-08-30",4.2406
"1990-08-31",4.3148
"1990-09-01",4.7039
"1990-09-02",5.0167
"1990-09-03",4.8888
"1990-09-04",5.0279
"1990-09-05",4.9632
"1990-09-06",4.7564
"1990-09-07",4.5213
"1990-09-08",4.3236
"1990-09-09",4.3855
"1990-09-10",4.5035
"1990-09-11",5.0229
"1990-09-12",4.9714
"1990-09-13",4.888
"1990-09-14",4.9086
"1990-09-15",4.1872
"1990-09-16",3.4659
"1990-09-17",3.1772
"1990-09-18",3.642
"1990-09-19",3.9771
"1990-09-20",4.583
"1990-09-21",4.2128
"1990-09-22",2.4756
"1990-09-23",1.9255
"1990-09-24",2.4893
"1990-09-25",1.7642
"1990-09-26",1.7534
"1990-09-27",2.099
"1990-09-28",3.9593
"1990-09-29",3.9523
"1990-09-30",3.4205
"1990-10-01",3.8203
"1990-10-02",3.2836
"1990-10-03",3.4201
"1990-10-04",4.0121
"1990-10-05",2.653
"1990-10-06",2.6319
"1990-10-07",2.621
"1990-10-08",3.0726
"1990-10-09",3.1721
"1990-10-10",2.9801
"1990-10-11",2.7965
"1990-10-12",2.8509
"1990-10-13",2.8228
"1990-10-14",3.0285
"1990-10-15",2.9951
"1990-10-16",2.6024
"1990-10-17",3.2016
"1990-10-18",1.5589
"1990-10-19",1.4334
"1990-10-20",1.874
"1990-10-21",2.0901
"1990-10-22",2.1423
"1990-10-23",2.0657
"1990-10-24",3.1082
"1990-10-25",3.3847
"1990-10-26",2.9326
"1990-10-27",2.594
"1990-10-28",2.5725
"1990-10-29",2.6402
"1990-10-30",2.3777
"1990-10-31",0.7489
"1990-11-01",1.3182
"1990-11-02",1.6815
"1990-11-03",1.8324
"1990-11-04",1.8083
"1990-11-05",1.7264
"1990-11-06",1.597
"1990-11-07",1.4911
"1990-11-08",1.6902
"1990-11-09",1.4446
"1990-11-10",1.9395
"1990-11-11",2.3366
"1990-11-12",1.9891
"1990-11-13",2.7421
"1990-11-14",1.4544
"1990-11-15",1.3889
"1990-11-16",1.4501
"1990-11-17",1.3479
"1990-11-18",0.6939
"1990-11-19",1.0375
"1990-11-20",0.7689
"1990-11-21",0.9803
"1990-11-22",1.3377
"1990-11-23",1.8017
"1990-11-24",1.6077
"1990-11-25",1.5177
"1990-11-26",0.6568
"1990-11-27",0.9165
"1990-11-28",1.2299
"1990-11-29",1.3725
"1990-11-30",1.3622
"1990-12-01",1.66
"1990-12-02",1.0666
"1990-12-03",1.742
"1990-12-04",1.8013
"1990-12-05",1.4067
"1990-12-06",1.6621
"1990-12-07",1.6361
"1990-12-08",1.9749
"1990-12-09",2.0867
"1990-12-10",1.2446
"1990-12-11",0.2723
"1990-12-12",0.6669
"1990-12-13",0.4247
"1990-12-14",0.5693
"1990-12-15",0.4734
"1990-12-16",0.3973
"1990-12-17",0.5232
"1990-12-18",0.773
"1990-12-19",0.7266
"1990-12-20",0.236
"1990-12-21",0.2176
"1990-12-22",0.268
"1990-12-23",0.3041
"1990-12-24",0.5685
"1990-12-25",0.5711
"1990-12-26",0.4191
"1990-12-27",0.926
"1990-12-28",0.8353
"1990-12-29",0.3618
"1990-12-30",0.8339
"1990-12-31",0.9013
"1991-01-01",1.1336
"1991-01-02",1.208
"1991-01-03",0.7461
"1991-01-04",0.9804
"1991-01-05",1.0299
"1991-01-06",0.7551
"1991-01-07",0.4161
"1991-01-08",0.6046
"1991-01-09",0.6298
"1991-01-10",0.3934
"1991-01-11",0.6117
"1991-01-12",0.5952
"1991-01-13",0.894
"1991-01-14",1.1788
"1991-01-15",1.1346
"1991-01-16",1.546
"1991-01-17",1.3231
"1991-01-18",1.8171
"1991-01-19",1.4826
"1991-01-20",1.44
"1991-01-21",1.4197
"1991-01-22",1.5863
"1991-01-23",1.3278
"1991-01-24",1.5787
"1991-01-25",1.5918
"1991-01-26",1.0347
"1991-01-27",1.5615
"1991-01-28",1.9313
"1991-01-29",1.572
"1991-01-30",1.9557
"1991-01-31",1.6438
"1991-02-01",1.5059
"1991-02-02",0.8555
"1991-02-03",1.1008
"1991-02-04",1.7524
"1991-02-05",1.0717
"1991-02-06",1.7581
"1991-02-07",2.0283
"1991-02-08",1.8469
"1991-02-09",2.1991
"1991-02-10",1.9885
"1991-02-11",1.7712
"1991-02-12",1.8111
"1991-02-13",1.8347
"1991-02-14",2.1803
"1991-02-15",1.569
"1991-02-16",1.7431
"1991-02-17",1.1752
"1991-02-18",1.5933
"1991-02-19",2.054
"1991-02-20",2.2425
"1991-02-21",2.2871
"1991-02-22",2.3937
"1991-02-23",2.6456
"1991-02-24",2.5986
"1991-02-25",2.6639
"1991-02-26",2.5448
"1991-02-27",1.5208
"1991-02-28",0.9223
"1991-03-01",0.5698
"1991-03-02",0.7448
"1991-03-03",0.6802
"1991-03-04",0.7391
"1991-03-05",0.6742
"1991-03-06",1.3166
"1991-03-07",1.6949
"1991-03-08",2.2238
"1991-03-09",1.6528
"1991-03-10",0.9409
"1991-03-11",0.8981
"1991-03-12",0.7835
"1991-03-13",0.7623
"1991-03-14",1.1474
"1991-03-15",1.0894
"1991-03-16",1.2514
"1991-03-17",0.7956
"1991-03-18",0.8217
"1991-03-19",0.9761
"1991-03-20",0.8827
"1991-03-21",1.6314
"1991-03-22",1.5805
"1991-03-23",0.8399
"1991-03-24",0.7035
"1991-03-25",0.7087
"1991-03-26",0.7881
"1991-03-27",1.9411
"1991-03-28",2.3865
"1991-03-29",2.5111
"1991-03-30",2.883
"1991-03-31",1.9137
"1991-04-01",2.2868
"1991-04-02",2.348
"1991-04-03",3.0487
"1991-04-04",2.5821
"1991-04-05",3.2767
"1991-04-06",1.8619
"1991-04-07",2.5897
"1991-04-08",3.0819
"1991-04-09",2.8614
"1991-04-10",1.8019
"1991-04-11",2.0535
"1991-04-12",2.3646
"1991-04-13",2.8965
"1991-04-14",2.1683
"1991-04-15",2.4097
"1991-04-16",2.2436
"1991-04-17",2.7396
"1991-04-18",2.7392
"1991-04-19",2.3633
"1991-04-20",1.4304
"1991-04-21",2.5824
"1991-04-22",2.1942
"1991-04-23",2.892
"1991-04-24",1.4156
"1991-04-25",1.1139
"1991-04-26",1.8136
"1991-04-27",3.1613
"1991-04-28",3.8726
"1991-04-29",3.9244
"1991-04-30",3.0862
"1991-05-01",1.9771
"1991-05-02",1.7478
"1991-05-03",2.8342
"1991-05-04",3.4034
"1991-05-05",2.9012
"1991-05-06",3.8478
"1991-05-07",3.615
"1991-05-08",2.1814
"1991-05-09",2.4604
"1991-05-10",2.4603
"1991-05-11",2.2185
"1991-05-12",3.1349
"1991-05-13",1.8795
"1991-05-14",3.7294
"1991-05-15",3.9971
"1991-05-16",3.7268
"1991-05-17",1.2621
"1991-05-18",1.3586
"1991-05-19",2.4196
"1991-05-20",1.7658
"1991-05-21",4.1895
"1991-05-22",4.7557
"1991-05-23",4.8835
"1991-05-24",4.1683
"1991-05-25",4.8053
"1991-05-26",4.4621
"1991-05-27",4.5626
"1991-05-28",4.6489
"1991-05-29",2.8062
"1991-05-30",2.521
"1991-05-31",4.1925
"1991-06-01",5.0582
"1991-06-02",5.2526
"1991-06-03",5.2882
"1991-06-04",5.2505
"1991-06-05",4.7607
"1991-06-06",5.0582
"1991-06-07",4.8581
"1991-06-08",5.1097
"1991-06-09",5.4726
"1991-06-10",5.6583
"1991-06-11",5.8832
"1991-06-12",6.0509
"1991-06-13",5.5471
"1991-06-14",5.0864
"1991-06-15",5.3206
"1991-06-16",5.4722
"1991-06-17",5.0947
"1991-06-18",5.9826
"1991-06-19",4.4772
"1991-06-20",4.6034
"1991-06-21",4.7784
"1991-06-22",5.1917
"1991-06-23",4.8831
"1991-06-24",4.7308
"1991-06-25",4.7051
"1991-06-26",3.6128
"1991-06-27",2.0208
"1991-06-28",1.8801
"1991-06-29",3.9119
"1991-06-30",4.6438
"1991-07-01",5.9396
"1991-07-02",6.3381
"1991-07-03",6.4769
"1991-07-04",6.4649
"1991-07-05",6.6164
"1991-07-06",6.6797
"1991-07-07",6.2283
"1991-07-08",6.2125
"1991-07-09",5.6014
"1991-07-10",5.4732
"1991-07-11",5.8604
"1991-07-12",5.577
"1991-07-13",6.2256
"1991-07-14",5.8544
"1991-07-15",5.9424
"1991-07-16",5.4222
"1991-07-17",5.2892
"1991-07-18",5.3772
"1991-07-19",4.3536
"1991-07-20",4.4894
"1991-07-21",5.4151
"1991-07-22",5.6749
"1991-07-23",5.7557
"1991-07-24",5.7073
"1991-07-25",5.4564
"1991-07-26",5.8336
"1991-07-27",5.8458
"1991-07-28",6.0399
"1991-07-29",5.7205
"1991-07-30",5.7099
"1991-07-31",6
"1991-08-01",5.4846
"1991-08-02",5.3729
"1991-08-03",4.5542
"1991-08-04",5.337
"1991-08-05",5.0749
"1991-08-06",4.8156
"1991-08-07",4.6336
"1991-08-08",5.1704
"1991-08-09",5.3864
"1991-08-10",5.1934
"1991-08-11",5.487
"1991-08-12",5.4261
"1991-08-13",2.5812
"1991-08-14",3.5828
"1991-08-15",4.3153
"1991-08-16",4.608
"1991-08-17",4.4096
"1991-08-18",4.7664
"1991-08-19",4.647
"1991-08-20",5.1757
"1991-08-21",4.7695
"1991-08-22",4.8934
"1991-08-23",4.2827
"1991-08-24",4.7583
"1991-08-25",4.3601
"1991-08-26",5.1949
"1991-08-27",4.477
"1991-08-28",3.4649
